row_id,split,transcript_id,text_clean,subcluster_id
work_0892::11,workforce,work_0892,I think as AI improves I'll probably use it about the same or a little more often. It definitely presents the opportunity to improve the quality of the content I produce.,5
work_0902::13,workforce,work_0902,I can see my use of AI only increasing. I think as we learn to use it in different way it will just become a part of normal life.,5
work_0904::8,workforce,work_0904,Because of how I use AI I don't see it as an issue. Don't get me wrong AI has huge advantages but it needs that human element. That's what makes it a great tool for someone to use but not to take over completely. At least not as it is now.,4
work_0904::9,workforce,work_0904,It might change as the technology develops but for the near future I see myself using it in the same way I have been using it until now.,0
work_0906::8,workforce,work_0906,"I think that AI can help in some ways, and while I would probably want to maintain my skills in those areas, there are other skills in my field that I think take human thinking and I don't think we are there AI-wise yet, so I would prefer to maintain and improve my skills in those areas, and allow AI to help me where it can.",2
work_0907::12,workforce,work_0907,"If the workplace is able to incorporate an AI that will not risk the exposure of sensitive information and that is sanctioned by the company, I think it would be a huge win. But I also think this is a large task. I will continue to use it in my every-day work as it still helps me. I hope the AI models will get better and better so we have to spend less time debugging the code it outputs. Does that help? AI is like stackoverflow but better",-1
work_0908::9,workforce,work_0908,"I envision being able to use it more to assist with brainstorming ways to expand services beyond what I currently offer. Also, I envision being able to educate others on how to use it as a brainstorming tool.",0
work_0916::9,workforce,work_0916,"Honestly, I'm not worried about maintaining my communication and planning skills. There are so many other parts of my job that require both that I continue to do on a daily basis (and that will not change). AI is definitely a supportive tool for us, not something that is taking over.",-1
work_0917::10,workforce,work_0917,I think every person should be proficient in interacting with AI in the same way we use personal computers. It is a beneficial tool that can increase productivity and allow us to spend time on more complex issues.,4
work_0917::9,workforce,work_0917,"I do think about it but instead of fighting against it, I embrace it. I'm actively trying to develop tools that would allow AI to take over entire tasks/areas of work that are common to my industry. I see it as a tool that can open up more time for humans to focus on more complex analytical and creative problems.",4
work_0919::10,workforce,work_0919,"Oh, every day of my life. LOL Right now, I'm using AI to help me identify places where I can remain relevant in an AI dominated world. Largely, however, in so many aspects, I see it as an asset if you know how to use it. Do I think it might make me obsolete at some point. Possibly. Maybe even certainly. But I feel like if I keep finding ways to have it teach me and ways to incorporate it, I'm ahead of the curve instead of behind it.",-1
work_0920::11,workforce,work_0920,"Not really. My job isn't something that's going to be replaced by AI because my boss relies on me for anything technical or involving computers. If anything, I'd be using AI to make my own work processes easier.",3
work_0922::14,workforce,work_0922,I don't work in a profession where I think AI will take over. AI isn't going to run my business for me after all! I doubt there are many areas where AI will take over. It may help support productivity just like any other computer system or automation introduced over the years but it will always need human overview and intervention just like any machine.,3
work_0933::10,workforce,work_0933,"I don't feel it will take over the roles I have, so that isn't something I worry about. I do instead think about skills I need to develop to use AI more effectively overtime, especially as AI improves. The area I do think about a lot is vocabulary. Obtaining the information you need from AI requires the use of the correct or specific language, and I think this is an area where I, and perhaps many other people, could upskill.",3
work_0934::12,workforce,work_0934,"Not overly, my tasks involve leading teams and caring for challenging people, so it would be difficult for AI to do a lot of what I do",4
work_0936::13,workforce,work_0936,"Considering my background is in cultural research, and my current position is teaching, I am not worried about ai taking over for a while. As demonstrated by my examples of the limitations of ai usage.",-1
work_0937::11,workforce,work_0937,"I don't think an AI would be capable of taking over my role, as it's a very dynamic and physical role. However, I have to use it for knowledge and information and so I endeavour to learn that all myself so that other people could turn to me for help and advice in future rather than having to use an AI",3
work_0939::13,workforce,work_0939,"Given enough time I believe that AI can take over a large quantity of processing and data analysis, however at this time I do not believe it would be to the point that it threatens my job itself.",3
work_0941::10,workforce,work_0941,"i really don't think it's going to change for a while. until i start growing in my role, i don't really feel the need to use ai for much. if i started taking on a lot more admin tasks, and did some managing or training or the likes, then i'd probably use it more, and for different things, like more creative tasks and generating plans and rotas and stuff. i think in those types of situations it would save me a lot of time and mental energy, and maybe give me ideas that i might not have come up with myself, given my low-level professional background. but it feels like a ""way off into the future"" kind of thing",2
work_0946::12,workforce,work_0946,I primarily use my research skills and supplement occasionally with AI tools to keep those skills sharp.,2
work_0952::8,workforce,work_0952,"I haven't actively considered it, since I still actively use the skills that AI could potentially take over for, such as writing emails in a professional manner. I guess I haven't thought about it too much because I still actively complete these tasks without the use of AI over 80% of the time and it is more of a collaborative process even when I do utilize AI.",4
work_0955::13,workforce,work_0955,"I would say that as AI continues to advance, I will likely continue to use it for similar situations, but I hope that my trust in it grows. I can see myself using it to help with more organizational needs, like building a unit plan. I will definitely continue to use it to help me problem solve different situations.",5
work_0956::9,workforce,work_0956,"I will continue to use it for creative brainstorning, and will slowly test out using it for routine and menial tasks. If that goes well, I will explore what other aspects of my job could be streamlined with the use of AI. I will implement a rule that it is not available to new staff until they have shown a strong foundational knowledge of how to do the tasks without AI support",-1
work_0961::12,workforce,work_0961,I'm not worried about AI taking over my role. I talk and empathize with people for a living,3
work_0964::8,workforce,work_0964,"While I can see AI becoming a key part of IT in the programming and coding realm, I mainly manage Systems and Network infrastructure, which requires a set of hands to perform the job. There are some aspects of AI that we use that are great. For example our WiFi access points rely on AI monitoring our Wireless environment and making changes to the channel and power levels to prevent co-channel interference.",-1
work_0966::9,workforce,work_0966,"Honestly, no. I always think of AI as working with us and not against us, and I don't have any of those fears about job irrelevancy that I know a lot of people struggle with.",3
work_0967::11,workforce,work_0967,"I know my company intends to work more with AI going forward, so I'm imagining it will become a more set part of my workday, in terms of using it and developing products involving AI, versus how it is at the moment where it's used a little more ad hoc.",5
work_0969::10,workforce,work_0969,"For the time being I am pretty happy with the approach I have, AI works well for me as a collaborative tool, and I don't really require much more out of it. I could see it getting better as a creative tool as its knowledge expands and improves, but generally I think it will always need human oversight or input for it to be useful in the workplace.",4
work_0971::8,workforce,work_0971,"I see AI as a tool more than competition. I dont think AI will immediately take over, but the people who utilize AI will take over.",3
work_0971::9,workforce,work_0971,"I imagine I will use it for more and more as time goes on. Especially with newer features coming out, agent features, etc, there will always be more uses for AI. The more I can replace of my own effort and time with AI, the more I can personally do. Everything becomes more efficient.",5
work_0972::11,workforce,work_0972,I make sure to familiarize myself with construction techniques and become highly proficient at detailing so that I have practical knowledge and skills that will more slowly be taken over by AI.,2
work_0973::9,workforce,work_0973,Sometimes. But Im not sure what I think about that yet. Maybe it frees me to do other things in the same field. I don't think AI can take over everything. People are still needed.,4
work_0980::10,workforce,work_0980,"I envision my relationship with AI remaining roughly the same. I may begin to delegate more simple tasks to AI as I begin to trust the output it can produce more, but the human element is the most important element to me.",1
work_0981::8,workforce,work_0981,"I'm a PhD student, so as long as you're willing to work with AI, I don't think there's a big problem",3
work_0981::9,workforce,work_0981,"I think I'll use it more for research as the capability evolves. I don't believe I'll ever use it for personal messages and creative labor, like figuring out how to redesign my room or something.",0
work_0983::7,workforce,work_0983,"I have definitely thought about it, but like with any technological advancement, I feel I just need to adapt the way I work so that I am using AI to my advantage, instead of trying to fight it. I know that AI can take over a lot of what I offer, but I feel it's really valuable to have someone knowledgeable to facilitate what it's doing. That's where I can add value.",-1
work_0983::8,workforce,work_0983,"I see it as helping me achieve more than I could ever achieve on my own. I learn a lot from it, despite it often doing the heavy lifting.",0
work_0985::9,workforce,work_0985,"I don't consider it much. If AI takes over some things, I'll adapt and find other things to use my time for.",-1
work_0986::13,workforce,work_0986,"I do worry about AI taking over certain areas, but that also can allow the human mind to branch out and find other things to focus on",3
work_0996::13,workforce,work_0996,"I hope to keep using it as a tool, but will avoid leaning on it too heavily in order to avoid blunting my skill set.",0
